name,university,cutOffMark,popularity,type,location,description,duration
Grado en Marketing,Universidad de Cádiz,10.7,79,carrera universitaria,Cádiz,"Grado en estrategias de promoción y posicionamiento de marca.",4 años
Máster en Neuromarketing,Universidad de Jaén,0,86,master,Jaén,"Máster en estudio del comportamiento del consumidor y decisiones de compra.",2 años
Grado en Marketing e Investigación de Mercados,Universidad de León,10.6,81,carrera universitaria,León,"Grado en estudios de mercados y desarrollo de estrategias de venta.",4 años
Máster en Comercio Internacional,Universidad de Burgos,0,83,master,Burgos,"Máster en estrategias globales de negocios y mercados internacionales.",2 años
Grado en Matemática Aplicada,Universidad de Granada,12.4,79,carrera universitaria,Granada,"Grado en aplicaciones matemáticas en la ingeniería y la economía.",4 años
Máster en Optimización Matemática y Modelado,Universidad de La Laguna,0,87,master,Tenerife,"Máster en técnicas matemáticas para optimización de recursos.",2 años
Grado en Matemática Aplicada y Computación,Universidad de Extremadura,11.8,76,carrera universitaria,Badajoz,"Grado en computación avanzada con aplicaciones matemáticas.",4 años
Máster en Finanzas Cuantitativas,Universidad de Almería,0,89,master,Almería,"Máster en modelos matemáticos aplicados al sector financiero.",2 años
Grado en Marketing,Universidad de La Rioja,10.9,78,carrera universitaria,La Rioja,"Estrategias de mercadotecnia y análisis de consumidores.",4 años
Máster en Marketing Digital y Redes Sociales,Universidad de Valladolid,0,92,master,Valladolid,"Máster en estrategias digitales y análisis de redes sociales.",2 años
Grado en Matemática Aplicada,Universidad de Cantabria,12.2,81,carrera universitaria,Santander,"Grado en desarrollo matemático aplicado a múltiples industrias.",4 años
Máster en Matemáticas Aplicadas a la Ingeniería,Universidad de Huelva,0,88,master,Huelva,"Máster en modelos matemáticos avanzados para la industria.",2 años
Grado en Marketing e Investigación de Mercados,Universidad de Tenerife,10.5,77,carrera universitaria,Tenerife,"Técnicas de segmentación y posicionamiento de mercado.",4 años
Máster en Analítica Predictiva,Universidad de Lugo,0,90,master,Lugo,"Máster en predicción de tendencias mediante modelos matemáticos.",2 años
Grado en Matemática Aplicada y Computación,Universidad de Albacete,11.7,75,carrera universitaria,Albacete,"Desarrollo de software basado en modelos matemáticos avanzados.",4 años
Máster en Estrategias de Marketing,Universidad de Castellón,0,85,master,Castellón,"Máster en optimización de campañas publicitarias y ventas.",2 años
Grado en Marketing,Universidad de Pamplona,10.6,80,carrera universitaria,Pamplona,"Creación y desarrollo de estrategias de comunicación empresarial.",4 años
Máster en Ciencia Computacional y Matemática,Universidad de Ourense,0,93,master,Ourense,"Máster en desarrollo de algoritmos matemáticos aplicados.",2 años
Grado en Marketing e Investigación de Mercados,Universidad de Tarragona,10.8,82,carrera universitaria,Tarragona,"Grado en análisis de consumidores y mercados emergentes.",4 años
Grado en Matemática Aplicada,Universidad de Burgos,12.1,79,carrera universitaria,Burgos,"Formación en modelos matemáticos aplicados a la industria.",4 años
Máster en Big Data y Estadística Aplicada,Universidad de Salamanca,0,91,master,Salamanca,"Máster en análisis masivo de datos y estadísticas avanzadas.",2 años
Grado en Marketing,Universidad de Ibiza,10.7,78,carrera universitaria,Ibiza,"Grado en publicidad, comunicación y estrategias comerciales.",4 años
Máster en Logística y Marketing Internacional,Universidad de Bilbao,0,88,master,Bilbao,"Máster en planificación y optimización de cadenas de suministro globales.",2 años
Grado en Matemática Aplicada y Computación,Universidad de Valladolid,11.9,77,carrera universitaria,Valladolid,"Modelado matemático y desarrollo de software técnico.",4 años
Máster en Matemáticas Avanzadas,Universidad de Tenerife,0,86,master,Tenerife,"Máster en teoría matemática y aplicaciones científicas.",2 años
name,university,cutoffmark,popularity,type,location,description,duration
Grado en Matemáticas,Universidad Complutense de Madrid,12.8,85,carrera universitaria,Madrid,"Grado en teoría matemática, cálculo y álgebra avanzada.",4 años
Grado en Matemáticas,Universidad de Barcelona,12.6,82,carrera universitaria,Barcelona,"Estudios en análisis matemático, estadística y lógica.",4 años
Grado en Matemáticas,Universidad de Sevilla,12.5,78,carrera universitaria,Sevilla,"Grado en modelado matemático y resolución de problemas complejos.",4 años
Grado en Medicina,Universidad de Valencia,13.5,98,carrera universitaria,Valencia,"Formación en anatomía, fisiología y técnicas médicas.",6 años
Grado en Medicina,Universidad de Granada,13.4,97,carrera universitaria,Granada,"Grado en diagnóstico y tratamiento de enfermedades humanas.",6 años
Grado en Matemáticas,Universidad de Zaragoza,12.3,80,carrera universitaria,Zaragoza,"Grado en ecuaciones diferenciales y aplicaciones matemáticas.",4 años
Máster en Análisis Matemático y Computación,Universidad de Málaga,0,88,master,Málaga,"Máster en modelado matemático y algoritmos computacionales.",2 años
Máster en Medicina Estética,Universidad de Murcia,0,92,master,Murcia,"Máster en tratamientos estéticos y cirugía menor.",2 años
Grado en Medicina,Universidad de Santiago de Compostela,13.3,96,carrera universitaria,Santiago,"Formación en medicina general y especialidades clínicas.",6 años
Máster en Bioestadística y Matemáticas Aplicadas,Universidad de Valladolid,0,91,master,Valladolid,"Máster en estadística y matemáticas aplicadas a la biomedicina.",2 años
Grado en Matemáticas,Universidad de Salamanca,12.7,83,carrera universitaria,Salamanca,"Grado en probabilidad, análisis de datos y geometría diferencial.",4 años
Máster en Investigación en Medicina Clínica,Universidad de Alicante,0,94,master,Alicante,"Máster en métodos de investigación médica y ensayos clínicos.",2 años
Grado en Medicina,Universidad de Oviedo,13.1,95,carrera universitaria,Oviedo,"Estudios en patología, farmacología y cirugía.",6 años
Máster en Matemáticas Avanzadas,Universidad de La Rioja,0,89,master,La Rioja,"Máster en desarrollo teórico y matemáticas aplicadas.",2 años
Grado en Matemáticas,Universidad de Castilla-La Mancha,12.2,79,carrera universitaria,Toledo,"Grado en topología, análisis funcional y álgebra abstracta.",4 años
Máster en Medicina del Deporte,Universidad de Extremadura,0,93,master,Badajoz,"Máster en rehabilitación y fisiología del ejercicio.",2 años
Grado en Medicina,Universidad de Cádiz,13.2,97,carrera universitaria,Cádiz,"Grado en salud pública, pediatría y medicina interna.",6 años
Máster en Estadística Matemática,Universidad de Huelva,0,90,master,Huelva,"Máster en modelado probabilístico y estadística avanzada.",2 años
Grado en Matemáticas,Universidad de Córdoba,12.4,81,carrera universitaria,Córdoba,"Grado en combinatoria, análisis numérico y criptografía.",4 años
Máster en Oncología Médica,Universidad de Tenerife,0,96,master,Tenerife,"Máster en diagnóstico y tratamiento del cáncer.",2 años
Grado en Medicina,Universidad de Burgos,13.0,94,carrera universitaria,Burgos,"Formación en neurología, psiquiatría y enfermedades infecciosas.",6 años
Máster en Geometría y Topología,Universidad de Almería,0,88,master,Almería,"Máster en estructuras geométricas y espacios métricos.",2 años
Grado en Matemáticas,Universidad de León,12.1,78,carrera universitaria,León,"Estudios en lógica matemática y análisis funcional.",4 años
Máster en Epidemiología Clínica,Universidad de Las Palmas,0,95,master,Las Palmas,"Máster en estudios epidemiológicos y salud pública.",2 años
Grado en Medicina,Universidad de Pamplona,12.9,93,carrera universitaria,Pamplona,"Formación en diagnóstico por imagen y atención hospitalaria.",6 años
Máster en Matemáticas y Computación,Universidad de Bilbao,0,89,master,Bilbao,"Máster en inteligencia artificial y cálculo avanzado.",2 años
Grado en Matemáticas,Universidad de La Laguna,12.0,77,carrera universitaria,Tenerife,"Grado en teoría de números y optimización matemática.",4 años
Máster en Cardiología Clínica,Universidad de Castellón,0,97,master,Castellón,"Máster en diagnóstico y tratamiento de enfermedades cardíacas.",2 años
Grado en Medicina,Universidad de Tarragona,13.3,96,carrera universitaria,Tarragona,"Grado en urgencias médicas, traumatología y cirugía general.",6 años
Máster en Inteligencia Artificial y Matemáticas,Universidad de Ourense,0,92,master,Ourense,"Máster en aprendizaje automático y modelado matemático.",2 años
Grado en Matemáticas,Universidad de Vigo,11.9,76,carrera universitaria,Vigo,"Formación en modelos matemáticos para la industria y la ciencia.",4 años
Máster en Neurociencia Clínica,Universidad de Lugo,0,95,master,Lugo,"Máster en neurología, neuroimagen y enfermedades neurodegenerativas.",2 años
Grado en Medicina,Universidad de Bilbao,13.2,94,carrera universitaria,Bilbao,"Grado en farmacología, microbiología y salud pública.",6 años
Máster en Matemáticas Aplicadas,Universidad de Jaén,0,90,master,Jaén,"Máster en modelado matemático y optimización industrial.",2 años
Grado en Matemáticas,Universidad de Ibiza,11.8,75,carrera universitaria,Ibiza,"Grado en análisis de datos y estructuras algebraicas.",4 años
Máster en Medicina Regenerativa,Universidad de Tarragona,0,98,master,Tarragona,"Máster en terapias regenerativas y medicina celular.",2 años
Grado en Medicina,Universidad de Fuerteventura,13.1,93,carrera universitaria,Fuerteventura,"Formación en medicina general, pediatría y geriatría.",6 años
Máster en Análisis Matemático y Física Teórica,Universidad de Burgos,0,88,master,Burgos,"Máster en ecuaciones diferenciales y mecánica cuántica.",2 años
Grado en Matemáticas,Universidad de Albacete,11.7,74,carrera universitaria,Albacete,"Grado en matemática discreta y optimización computacional.",4 años
Máster en Nutrición Clínica y Medicina Preventiva,Universidad de Tenerife,0,92,master,Tenerife,"Máster en dietética y prevención de enfermedades crónicas.",2 años
name,university,cutoffmark,popularity,type,location,description,duration
Grado en Microbiología,Universidad de Barcelona,12.5,85,carrera universitaria,Barcelona,"Estudios sobre microorganismos, biotecnología y salud.",4 años
Grado en Nanociencia y Nanotecnología,Universidad Autónoma de Madrid,13.0,90,carrera universitaria,Madrid,"Formación en ciencia de materiales, nanotecnología y física aplicada.",4 años
Grado en Negocios Internacionales,Universidad de Valencia,12.0,88,carrera universitaria,Valencia,"Grado en gestión internacional, economía y marketing global.",4 años
Grado en Nutrición Humana y Dietética,Universidad de Granada,12.8,95,carrera universitaria,Granada,"Formación en nutrición, salud pública y dietética clínica.",4 años
Máster en Microbiología Clínica,Universidad de Zaragoza,0,80,master,Zaragoza,"Máster en diagnóstico microbiológico, inmunología y salud pública.",2 años
Grado en Microbiología,Universidad de Alicante,12.3,82,carrera universitaria,Alicante,"Estudios en microbiología médica, ambiental y alimentaria.",4 años
Máster en Nanotecnología y Ciencia de Materiales,Universidad de Sevilla,0,85,master,Sevilla,"Máster en investigación de materiales nanoestructurados y su aplicación.",2 años
Grado en Nanociencia y Nanotecnología,Universidad de Barcelona,13.2,92,carrera universitaria,Barcelona,"Grado en investigación en nanotecnología y aplicaciones científicas.",4 años
Máster en Comercio Internacional,Universidad de Salamanca,0,87,master,Salamanca,"Máster en estrategias globales y comercio internacional.",2 años
Grado en Negocios Internacionales,Universidad de Madrid,12.5,80,carrera universitaria,Madrid,"Estudios en economía global, gestión empresarial y marketing.",4 años
Grado en Nutrición Humana y Dietética,Universidad de Navarra,12.9,93,carrera universitaria,Navarra,"Formación en dietética clínica, nutrición infantil y geriátrica.",4 años
Máster en Biotecnología y Microbiología,Universidad de Málaga,0,86,master,Málaga,"Máster en biotecnología, microbiología molecular y bioquímica.",2 años
Máster en Nanotecnología Aplicada,Universidad de Valencia,0,91,master,Valencia,"Máster en aplicaciones industriales de la nanotecnología.",2 años
Grado en Microbiología,Universidad de Salamanca,12.4,78,carrera universitaria,Salamanca,"Grado en microbiología aplicada a la biotecnología y la salud.",4 años
Máster en Gestión Internacional de Empresas,Universidad de La Rioja,0,84,master,La Rioja,"Máster en estrategia de negocios internacionales y marketing.",2 años
Grado en Nutrición Humana y Dietética,Universidad de Alcalá,12.7,91,carrera universitaria,Alcalá,"Grado en salud nutricional, bienestar y ciencias de la alimentación.",4 años
Grado en Nanociencia y Nanotecnología,Universidad de Oviedo,12.9,89,carrera universitaria,Oviedo,"Estudios avanzados en nanotecnología y materiales nanoestructurados.",4 años
Máster en Nutrición y Dietética Clínica,Universidad de Alicante,0,88,master,Alicante,"Máster en tratamientos dietéticos y nutrición clínica avanzada.",2 años
Grado en Negocios Internacionales,Universidad de Santiago de Compostela,12.6,85,carrera universitaria,Santiago,"Grado en globalización económica, administración y marketing.",4 años
Máster en Biotecnología Industrial,Universidad de Extremadura,0,83,master,Badajoz,"Máster en investigación de biotecnología industrial y microbiología.",2 años
Grado en Microbiología,Universidad de La Laguna,12.2,75,carrera universitaria,Tenerife,"Grado en microbiología aplicada a la investigación y la industria.",4 años
Máster en Negocios Internacionales,Universidad de León,0,82,master,León,"Máster en estrategias de globalización y gestión de empresas internacionales.",2 años
Grado en Nanociencia y Nanotecnología,Universidad de Zaragoza,13.1,91,carrera universitaria,Zaragoza,"Formación en ciencia de los nanomateriales y biotecnología.",4 años
Máster en Nutrición y Salud Pública,Universidad de La Coruña,0,90,master,La Coruña,"Máster en nutrición y salud pública para comunidades.",2 años
Grado en Nutrición Humana y Dietética,Universidad de Oviedo,12.4,79,carrera universitaria,Oviedo,"Grado en nutrición clínica y dietética aplicada a la salud.",4 años
Grado en Negocios Internacionales,Universidad de Alicante,12.3,78,carrera universitaria,Alicante,"Formación en economía global y marketing internacional.",4 años
Máster en Biotecnología y Bioinformática,Universidad de Murcia,0,85,master,Murcia,"Máster en biotecnología aplicada y herramientas bioinformáticas.",2 años
Grado en Microbiología,Universidad de Vigo,12.0,70,carrera universitaria,Vigo,"Grado en microbiología aplicada al medio ambiente y la salud.",4 años
Máster en Nanotecnología Médica,Universidad de Castilla-La Mancha,0,89,master,Albacete,"Máster en nanotecnología aplicada a la medicina y farmacología.",2 años
Grado en Nanociencia y Nanotecnología,Universidad de La Laguna,13.0,93,carrera universitaria,Tenerife,"Grado en investigación en materiales nanoestructurados y física.",4 años
Máster en Negocios Internacionales y Marketing,Universidad de Tarragona,0,87,master,Tarragona,"Máster en estrategias de marketing y gestión internacional.",2 años
Grado en Nutrición Humana y Dietética,Universidad de Castilla-La Mancha,12.8,92,carrera universitaria,Toledo,"Formación en alimentación saludable y dietética clínica.",4 años
Grado en Microbiología,Universidad de La Rioja,12.1,69,carrera universitaria,Logroño,"Grado en microbiología aplicada a la industria alimentaria y farmacéutica.",4 años
Grado en Nanociencia y Nanotecnología,Universidad de Alicante,12.5,84,carrera universitaria,Alicante,"Grado en investigación de la nanociencia para la medicina y la tecnología.",4 años
Máster en Nutrición y Obesidad,Universidad de Salamanca,0,80,master,Salamanca,"Máster en tratamientos nutricionales y control de la obesidad.",2 años
Grado en Negocios Internacionales,Universidad de Madrid,12.7,83,carrera universitaria,Madrid,"Formación en comercio exterior y gestión de negocios internacionales.",4 años
Máster en Microbiología Industrial,Universidad de La Coruña,0,91,master,La Coruña,"Máster en microbiología industrial y biotecnología aplicada.",2 años
Grado en Nanociencia y Nanotecnología,Universidad de Valladolid,13.3,94,carrera universitaria,Valladolid,"Formación en biotecnología, nanomateriales y nanotecnología aplicada.",4 años
Grado en Nutrición Humana y Dietética,Universidad de Cantabria,12.6,87,carrera universitaria,Cantabria,"Grado en nutrición, ciencias de la alimentación y dietética clínica.",4 años
Máster en Biotecnología de Alimentos,Universidad de León,0,88,master,León,"Máster en aplicaciones biotecnológicas en la industria alimentaria.",2 años
Grado en Microbiología,Universidad de Burgos,12.3,82,carrera universitaria,Burgos,"Grado en microbiología aplicada a la biotecnología y la investigación médica.",4 años
Grado en Negocios Internacionales,Universidad de Salamanca,12.8,85,carrera universitaria,Salamanca,"Formación en economía, marketing y relaciones internacionales.",4 años
Máster en Nanotecnología Avanzada,Universidad de Madrid,0,95,master,Madrid,"Máster en investigación avanzada en nanotecnología y biotecnología.",2 años
Grado en Nutrición Humana y Dietética,Universidad de Jaén,12.4,83,carrera universitaria,Jaén,"Grado en salud nutricional y dietética aplicada a patologías.",4 años
Grado en Microbiología,Universidad de Huelva,12.5,75,carrera universitaria,Huelva,"Formación en microbiología clínica y su aplicación en la salud pública.",4 años
Máster en Biotecnología Médica,Universidad de Extremadura,0,84,master,Badajoz,"Máster en biotecnología aplicada al diagnóstico y tratamiento médico.",2 años
name,university,cutoffmark,popularity,type,location,description,duration
Grado en Odontología,Universidad Complutense de Madrid,13.5,95,carrera universitaria,Madrid,"Estudios completos de odontología, técnicas y tratamientos orales.",5 años
Grado en Óptica y Optometría,Universidad de Valencia,12.9,90,carrera universitaria,Valencia,"Formación en óptica, optometría y salud visual.",4 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Sevilla,12.2,85,carrera universitaria,Sevilla,"Grado en gestión de eventos, protocolo y relaciones públicas.",4 años
Grado en Paisajismo,Universidad de La Laguna,12.8,88,carrera universitaria,Tenerife,"Estudios en diseño y gestión de paisajes, urbanismo y naturaleza.",4 años
Máster en Odontología Estética,Universidad de Barcelona,0,91,master,Barcelona,"Máster en estética dental, tratamientos y técnicas avanzadas.",2 años
Grado en Odontología,Universidad de Barcelona,13.3,94,carrera universitaria,Barcelona,"Grado en odontología, diagnóstico, tratamientos y cirugía oral.",5 años
Máster en Optometría Avanzada,Universidad de Alicante,0,86,master,Alicante,"Máster en técnicas avanzadas en optometría y salud visual.",2 años
Grado en Óptica y Optometría,Universidad de Salamanca,13.0,89,carrera universitaria,Salamanca,"Estudios en óptica, diseño de lentes y corrección visual.",4 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Málaga,12.6,87,carrera universitaria,Málaga,"Formación en gestión de eventos, comunicación y protocolo institucional.",4 años
Máster en Paisajismo y Diseño Urbano,Universidad Politécnica de Valencia,0,90,master,Valencia,"Máster en diseño de paisajes, parques y espacios urbanos.",2 años
Grado en Odontología,Universidad de Sevilla,13.7,92,carrera universitaria,Sevilla,"Grado en odontología, técnicas de diagnóstico y tratamiento bucal.",5 años
Máster en Diseño de Espacios y Paisajismo,Universidad de Granada,0,84,master,Granada,"Máster en diseño de paisajes urbanos y rurales.",2 años
Grado en Óptica y Optometría,Universidad Autónoma de Barcelona,13.1,85,carrera universitaria,Barcelona,"Grado en optometría y salud ocular, diagnóstico y tratamientos.",4 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Oviedo,12.4,80,carrera universitaria,Oviedo,"Formación en organización y gestión de eventos, relaciones institucionales.",4 años
Máster en Odontología Restauradora,Universidad de Zaragoza,0,88,master,Zaragoza,"Máster en restauración dental y técnicas avanzadas.",2 años
Grado en Paisajismo,Universidad de Valencia,13.2,91,carrera universitaria,Valencia,"Estudios en paisajismo, diseño de jardines y espacios naturales.",4 años
Máster en Gestión de Eventos,Universidad de Barcelona,0,85,master,Barcelona,"Máster en planificación, organización y gestión de grandes eventos.",2 años
Grado en Odontología,Universidad de Salamanca,13.4,93,carrera universitaria,Salamanca,"Grado en odontología, cirugía oral y salud bucal.",5 años
Grado en Óptica y Optometría,Universidad de Alicante,12.7,82,carrera universitaria,Alicante,"Estudios en corrección visual, lentes y tratamientos oculares.",4 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de La Rioja,12.3,78,carrera universitaria,Logroño,"Grado en organización de eventos y relaciones institucionales.",4 años
Máster en Diseño de Paisajes,Universidad de La Coruña,0,84,master,La Coruña,"Máster en paisajismo, diseño de exteriores y espacios públicos.",2 años
Grado en Odontología,Universidad de La Laguna,13.6,96,carrera universitaria,Tenerife,"Grado en odontología, diagnóstico y tratamiento de enfermedades dentales.",5 años
Máster en Optometría y Contactología,Universidad de Extremadura,0,83,master,Badajoz,"Máster en optometría avanzada y adaptación de lentes de contacto.",2 años
Grado en Óptica y Optometría,Universidad de Málaga,13.0,80,carrera universitaria,Málaga,"Grado en óptica, diseño de lentes y técnicas de corrección visual.",4 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Castilla-La Mancha,12.5,81,carrera universitaria,Toledo,"Formación en organización de eventos, protocolo y relaciones internacionales.",4 años
Máster en Gestión de Eventos y Protocolo,Universidad de Valencia,0,86,master,Valencia,"Máster en la organización de eventos y gestión de protocolos institucionales.",2 años
Grado en Paisajismo,Universidad de Alcalá,12.9,89,carrera universitaria,Alcalá,"Estudios en paisajismo y urbanismo, diseño y restauración de jardines.",4 años
Grado en Odontología,Universidad Politécnica de Valencia,13.5,90,carrera universitaria,Valencia,"Grado en odontología, técnicas y procedimientos quirúrgicos.",5 años
Grado en Óptica y Optometría,Universidad de Jaén,12.4,76,carrera universitaria,Jaén,"Formación en óptica, tratamientos oculares y diagnóstico de enfermedades visuales.",4 años
Máster en Odontología Pediátrica,Universidad de Oviedo,0,82,master,Oviedo,"Máster en odontología infantil y tratamientos preventivos.",2 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Alicante,12.7,83,carrera universitaria,Alicante,"Grado en organización de eventos, relaciones públicas y protocolo.",4 años
Grado en Paisajismo,Universidad de Navarra,13.1,92,carrera universitaria,Navarra,"Estudios en diseño de espacios exteriores, restauración y paisajismo.",4 años
Grado en Odontología,Universidad de La Rioja,13.2,87,carrera universitaria,Logroño,"Grado en odontología, procedimientos y tratamientos de salud bucal.",5 años
Grado en Óptica y Optometría,Universidad de La Laguna,12.8,78,carrera universitaria,Tenerife,"Grado en salud visual, diagnóstico de enfermedades oculares.",4 años
Máster en Odontología Conservadora,Universidad de La Coruña,0,85,master,La Coruña,"Máster en odontología conservadora y técnicas de restauración dental.",2 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Zaragoza,12.9,84,carrera universitaria,Zaragoza,"Formación en planificación de eventos, relaciones internacionales y protocolo.",4 años
Máster en Paisajismo Urbano,Universidad Politécnica de Madrid,0,90,master,Madrid,"Máster en la creación de paisajes urbanos y restauración de espacios públicos.",2 años
Grado en Odontología,Universidad de Granada,13.4,88,carrera universitaria,Granada,"Grado en odontología, diagnóstico y tratamientos bucales avanzados.",5 años
Grado en Paisajismo,Universidad de Girona,12.6,86,carrera universitaria,Girona,"Estudios de paisajismo, diseño de jardines y gestión ambiental.",4 años
Grado en Óptica y Optometría,Universidad de Oviedo,12.3,77,carrera universitaria,Oviedo,"Grado en óptica y optometría aplicada a la corrección visual.",4 años
Grado en Odontología,Universidad de Navarra,13.1,89,carrera universitaria,Navarra,"Grado en odontología, salud bucal y cirugía oral.",5 años
Grado en Organización de Eventos Protocolo y Relaciones Institucionales,Universidad de Castilla-La Mancha,12.8,85,carrera universitaria,Albacete,"Grado en planificación de eventos y protocolo institucional.",4 años
Grado en Paisajismo,Universidad de Málaga,13.0,93,carrera universitaria,Málaga,"Estudios en paisajismo, restauración de jardines y diseño de parques.",4 años
Grado en Odontología,Universidad de Castilla-La Mancha,13.3,91,carrera universitaria,Cuenca,"Formación completa en odontología, salud bucal y tratamiento quirúrgico.",5 años
Máster en Protocolo y Relaciones Institucionales,Universidad de Salamanca,0,82,master,Salamanca,"Máster en gestión de relaciones institucionales y protocolo avanzado.",2 años
name,university,cutoffmark,popularity,type,location,description,duration
Grado en Pedagogía,Universidad de Barcelona,12.5,90,carrera universitaria,Barcelona,"Grado en pedagogía, educación y desarrollo infantil.",4 años
Máster en Pedagogía Terapéutica,Universidad de Madrid,0,88,master,Madrid,"Máster en intervención educativa para personas con necesidades especiales.",2 años
Grado en Periodismo,Universidad Complutense de Madrid,12.8,92,carrera universitaria,Madrid,"Grado en periodismo, comunicación y redacción profesional.",4 años
Grado en Pedagogía,Universidad de Valencia,13.2,91,carrera universitaria,Valencia,"Grado en pedagogía, desarrollo y gestión educativa en diversas áreas.",4 años
Máster en Comunicación Digital,Universidad Autónoma de Barcelona,0,86,master,Barcelona,"Máster en comunicación digital, redes sociales y marketing online.",2 años
Grado en Periodismo,Universidad de Sevilla,13.0,85,carrera universitaria,Sevilla,"Estudios completos en periodismo, redacción y comunicación audiovisual.",4 años
Grado en Pedagogía,Universidad de Salamanca,12.9,87,carrera universitaria,Salamanca,"Formación en pedagogía, técnicas educativas y desarrollo infantil.",4 años
Máster en Periodismo Deportivo,Universidad de La Coruña,0,84,master,La Coruña,"Máster en periodismo deportivo, información y análisis de deportes.",2 años
Grado en Pedagogía,Universidad de Alcalá,13.0,80,carrera universitaria,Alcalá,"Grado en pedagogía y estrategias educativas innovadoras.",4 años
Grado en Periodismo,Universidad de Zaragoza,12.6,78,carrera universitaria,Zaragoza,"Grado en periodismo, con especialización en comunicación y multimedia.",4 años
Máster en Pedagogía Social,Universidad de Valencia,0,82,master,Valencia,"Máster en pedagogía social, con enfoque en la educación comunitaria.",2 años
Grado en Pedagogía,Universidad de La Laguna,13.1,85,carrera universitaria,Tenerife,"Grado en pedagogía, educación en diversos contextos y niveles.",4 años
Grado en Periodismo,Universidad de Salamanca,13.2,90,carrera universitaria,Salamanca,"Formación en periodismo, medios de comunicación y gestión informativa.",4 años
Máster en Periodismo de Investigación,Universidad Autónoma de Madrid,0,83,master,Madrid,"Máster especializado en periodismo de investigación y reportajes.",2 años
Grado en Pedagogía,Universidad de Málaga,12.7,84,carrera universitaria,Málaga,"Grado en pedagogía, aprendizaje y evaluación educativa.",4 años
Grado en Periodismo,Universidad de Valencia,13.3,88,carrera universitaria,Valencia,"Grado en periodismo, comunicación digital, audiovisual y de masas.",4 años
Máster en Educación Infantil,Universidad de Alicante,0,81,master,Alicante,"Máster en educación infantil, con enfoque en técnicas pedagógicas innovadoras.",2 años
Grado en Pedagogía,Universidad de Sevilla,12.6,79,carrera universitaria,Sevilla,"Formación pedagógica en diferentes etapas y métodos de enseñanza.",4 años
Grado en Periodismo,Universidad Politécnica de Valencia,12.9,82,carrera universitaria,Valencia,"Grado en periodismo con énfasis en comunicación digital y multimedia.",4 años
Máster en Psicopedagogía,Universidad de Barcelona,0,85,master,Barcelona,"Máster en psicopedagogía para la mejora de los procesos educativos.",2 años
Grado en Pedagogía,Universidad de Oviedo,13.1,88,carrera universitaria,Oviedo,"Grado en pedagogía con énfasis en didáctica y psicología educativa.",4 años
Grado en Periodismo,Universidad de Castilla-La Mancha,12.4,75,carrera universitaria,Albacete,"Formación completa en periodismo, comunicación y producción de contenidos.",4 años
Máster en Innovación Educativa,Universidad de La Rioja,0,80,master,La Rioja,"Máster en técnicas innovadoras para el desarrollo de nuevas estrategias educativas.",2 años
Grado en Pedagogía,Universidad de Girona,12.8,83,carrera universitaria,Girona,"Grado en pedagogía con énfasis en el desarrollo de habilidades sociales.",4 años
Grado en Periodismo,Universidad de La Laguna,12.6,77,carrera universitaria,Tenerife,"Grado en periodismo, redacción y medios de comunicación en general.",4 años
Máster en Comunicación Corporativa,Universidad de Málaga,0,79,master,Málaga,"Máster en estrategias de comunicación dentro de las organizaciones.",2 años
Grado en Pedagogía,Universidad de Alcalá,12.7,81,carrera universitaria,Alcalá,"Grado en pedagogía, gestión educativa y asesoramiento escolar.",4 años
Grado en Periodismo,Universidad Autónoma de Barcelona,13.0,84,carrera universitaria,Barcelona,"Grado en periodismo con especialización en comunicación social.",4 años
Máster en Liderazgo Educativo,Universidad de Zaragoza,0,80,master,Zaragoza,"Máster en liderazgo educativo para la mejora de instituciones educativas.",2 años
Grado en Pedagogía,Universidad Politécnica de Valencia,12.9,82,carrera universitaria,Valencia,"Estudios pedagógicos para la educación infantil y primaria.",4 años
Grado en Periodismo,Universidad de Navarra,13.1,78,carrera universitaria,Navarra,"Grado en periodismo, creación y producción de contenido periodístico.",4 años
Máster en Comunicación Audiovisual,Universidad de La Rioja,0,76,master,La Rioja,"Máster en producción y gestión de contenidos audiovisuales.",2 años
Grado en Pedagogía,Universidad de Granada,13.0,83,carrera universitaria,Granada,"Grado en pedagogía con énfasis en procesos de enseñanza y aprendizaje.",4 años
Grado en Periodismo,Universidad de Alicante,12.8,85,carrera universitaria,Alicante,"Estudios de periodismo, medios de comunicación y análisis informativo.",4 años
Máster en Didáctica de la Lengua y la Literatura,Universidad de Barcelona,0,84,master,Barcelona,"Máster especializado en didáctica para la enseñanza de la lengua y literatura.",2 años
Grado en Pedagogía,Universidad de Murcia,12.5,80,carrera universitaria,Murcia,"Grado en pedagogía con especialización en educación inclusiva.",4 años
Grado en Periodismo,Universidad de Castilla-La Mancha,12.4,76,carrera universitaria,Toledo,"Grado en periodismo, producción de noticias y comunicación en diversos medios.",4 años
